time,T_core0,T_core1,T_core2,IPC_core0,IPC_core1,IPC_core2,F_core0,F_core1,F_core2,P_core0,P_core1,P_core2,Energy_Per_Instruction_core0,Energy_Per_Instruction_core1,Energy_Per_Instruction_core2,Cdyn_core0,Cdyn_core1,Cdyn_core2
70109071066499,71.40280701283864,68.06257363273433,92.1606112212678,0.0,0.0,2.1524331102216383,4.0,1.0,1.3,0.11311261828147588,0.024592842018707352,1.2045591549849077,2.8278154570303066e-07,2.459284201882476e-07,4.362945980995541e-10,0.0,0.0,1.1165942676877018e-09
70111071066500,71.38937103070964,68.04903748947314,92.1549995394879,0.0,0.0,2.1568673923852333,4.0,1.0,1.3,0.11309320245943327,0.02458145030525415,1.2139383441139393,2.827330061479245e-07,2.4581450305196826e-07,4.38848312787553e-10,0.0,0.0,1.1259355974048707e-09
70113071066500,71.37593511767126,68.03550788496845,92.14971585270803,0.00014003898558851043,0.0,2.1539278334602003,4.0,1.0,1.3,0.11357358869689259,0.024570074721816985,1.2310772277906419,2.8180642100192964e-07,2.457007472175974e-07,4.454959706520475e-10,8.676797304348163e-14,0.0,1.1429833718457287e-09
70115071066499,71.36264161902622,68.02198481627407,92.14440473605872,0.0,0.0,2.15301988012553,4.0,1.0,1.3,0.1130546302952758,0.024558715240611265,1.2175121710435126,2.826365757375304e-07,2.4558715240728527e-07,4.4078552043492374e-10,0.0,0.0,1.12953226586705e-09
70117071066500,71.34922455590954,68.00846828044442,92.13897452601293,0.0,0.0,2.1521734399005457,4.0,1.0,1.3,0.1130352954588731,0.02454737183390733,1.2181205032381806,2.8258823864652485e-07,2.45473718338501e-07,4.4119687253129655e-10,0.0,0.0,1.1301604576774472e-09
70119071066500,71.33580768654049,67.99495827453504,92.1338414049414,0.00014002315404675354,0.0,2.1452818532629765,4.0,1.0,1.3,0.11351566792141257,0.024536044474031148,1.2372162323941926,2.8166230653699845e-07,2.453604447397398e-07,4.504360798848891e-10,8.675150824005445e-14,0.0,1.1491513265186454e-09
70121073130000,71.32274304277354,67.98226293211238,92.12860663020535,0.13799851404421884,0.025872047147222677,2.127706117590051,4.0,1.0,1.3,0.5409309853261263,0.03534027904716368,1.2244542346319145,2.636816562251569e-07,2.394454027791844e-07,4.515786606088989e-10,7.429406361068802e-11,1.3965472608080455e-11,1.1364975414279556e-09
70123073129999,71.3132442372639,67.9728835748412,92.11225975708149,0.0,2.1359599427481704,0.0387173473013348,4.0,1.0,1.3,0.11298353382090971,0.898681578250451,0.1072497933251563,2.824588345516159e-07,4.2702142817531086e-10,6.315583059114892e-07,0.0,1.1288275713632615e-09,2.6821988275904053e-11
70125075400499,71.30016046336358,67.97341172099532,92.08917182269506,0.0004068872009643241,2.1473471320106183,0.0002880161604012347,4.0,1.0,1.3,0.11441421950558182,0.8983837306568959,0.08032733355659484,2.8035387465304675e-07,4.213688987239827e-10,6.103693920908431e-07,2.5164493905659336e-13,1.1284423920071637e-09,1.807780878315367e-13
70127075400500,71.28680606446342,67.97412760409082,92.06421492366488,0.0,2.153646179727136,0.0,4.0,1.0,1.3,0.11294558142792316,0.8999996093034376,0.08003512306185935,2.8236395356914985e-07,4.209321272694012e-10,6.156547927821623e-07,0.0,1.1305282384741963e-09,0.0
70129075400500,71.27342473072594,68.00940405173557,92.03978856810049,0.0,2.1603430506314867,0.0,4.0,4.0,1.3,0.11292639869577309,6.283977514922502,0.0799274688647453,2.823159967387753e-07,7.587182705349601e-10,6.148266835735957e-07,0.0,1.1626840907970845e-09,0.0
70131075889500,71.26001668443108,68.09946311959344,92.01847565608077,6.615029622839004e-05,2.128024120125122,0.0004655581085366472,4.0,4.0,1.3,0.11315117690115797,6.621708593160182,0.08012509510842365,2.8148624755220905e-07,3.2599318927296413e-09,6.007344067022442e-07,4.235778475640837e-14,1.130706009764942e-09,2.889047196150809e-13
70133075889499,71.24677136975819,68.20417672602237,91.99132687199227,0.0,2.158937853853913,0.0,4.0,4.0,1.4500000000000002,0.11288824266058947,6.730916623070298,0.08066968661865942,2.8222060665081567e-07,7.808593323040242e-10,5.857222352064751e-07,0.0,1.1496447346161397e-09,0.0
70135078363000,71.23352960155088,68.31462063350314,91.96171260284468,5.236908025597715e-05,2.158876756380951,0.0018955003866020035,4.0,4.0,1.6500000000000001,0.11306023827200222,6.636919822734117,0.08529339584211534,2.81683594349914e-07,7.697734628964494e-10,4.82055650373566e-07,3.314678205808173e-14,1.133303529958185e-09,1.1752575702488313e-12
70137078363000,71.22012659696311,68.42396568029844,91.9424220485641,0.0,2.1517631358438436,0.0,4.0,4.0,1.85,0.11285016899370091,6.662409416372724,0.08712999764785331,2.8212542248359474e-07,7.75362967046124e-10,4.892538327661152e-07,0.0,1.1377065447540705e-09,0.0
